AREA,PERIMETER,PR_,PR_ID,RINGS_OK,RINGS_NOK,WRSPR,PR,PATH,ROW,MODE,DAYCLASS,SEQUENCE
2.72015,6.61959,2775,2775,1,0,176047,176047,176,47,D,7,22863
2.69882,6.59144,2776,2776,1,0,176048,176048,176,48,D,7,22864
2.6792,6.56561,2777,2777,1,0,176049,176049,176,49,D,7,22865
2.66169,6.54257,2778,2778,1,0,176050,176050,176,50,D,7,22866
2.6461,6.52203,2779,2779,1,0,176051,176051,176,51,D,7,22867
2.6322,6.50375,2780,2780,1,0,176052,176052,176,52,D,7,22868
2.61985,6.48753,2781,2781,1,0,176053,176053,176,53,D,7,22869
2.60932,6.47369,2782,2782,1,0,176054,176054,176,54,D,7,22870
2.60062,6.46228,2783,2783,1,0,176055,176055,176,55,D,7,22871
2.59333,6.4527,2784,2784,1,0,176056,176056,176,56,D,7,22872
2.58783,6.44548,2785,2785,1,0,176057,176057,176,57,D,7,22873
2.58388,6.44029,2786,2786,1,0,176058,176058,176,58,D,7,22874
2.58143,6.43708,2787,2787,1,0,176059,176059,176,59,D,7,22875
2.58068,6.43609,2788,2788,1,0,176060,176060,176,60,D,7,22876
2.58152,6.4372,2789,2789,1,0,176061,176061,176,61,D,7,22877
2.58379,6.44017,2790,2790,1,0,176062,176062,176,62,D,7,22878
2.58781,6.44545,2791,2791,1,0,176063,176063,176,63,D,7,22879
2.59336,6.45273,2792,2792,1,0,176064,176064,176,64,D,7,22880
2.60063,6.46228,2793,2793,1,0,176065,176065,176,65,D,7,22881
2.60934,6.47372,2794,2794,1,0,176066,176066,176,66,D,7,22882
2.61986,6.48755,2795,2795,1,0,176067,176067,176,67,D,7,22883
2.6321,6.50363,2796,2796,1,0,176068,176068,176,68,D,7,22884
2.6461,6.52203,2797,2797,1,0,176069,176069,176,69,D,7,22885
2.66154,6.54237,2798,2798,1,0,176070,176070,176,70,D,7,22886
2.67927,6.56569,2799,2799,1,0,176071,176071,176,71,D,7,22887
2.69884,6.59148,2800,2800,1,0,176072,176072,176,72,D,7,22888
2.72015,6.61959,2801,2801,1,0,176073,176073,176,73,D,7,22889
2.74364,6.65061,2802,2802,1,0,176074,176074,176,74,D,7,22890
2.76919,6.68435,2803,2803,1,0,176075,176075,176,75,D,7,22891
2.7972,6.72137,2804,2804,1,0,176076,176076,176,76,D,7,22892
2.82713,6.76103,2805,2805,1,0,176077,176077,176,77,D,7,22893
2.85986,6.80439,2806,2806,1,0,176078,176078,176,78,D,7,22894
2.89497,6.851,2807,2807,1,0,176079,176079,176,79,D,7,22895
2.93276,6.90123,2808,2808,1,0,176080,176080,176,80,D,7,22896
2.97367,6.95566,2809,2809,1,0,176081,176081,176,81,D,7,22897
3.0175,7.01407,2810,2810,1,0,176082,176082,176,82,D,7,22898
3.06447,7.07683,2811,2811,1,0,176083,176083,176,83,D,7,22899
3.11492,7.14435,2812,2812,1,0,176084,176084,176,84,D,7,22900
3.0645,7.07688,2765,2765,1,0,177037,177037,177,37,D,14,48149
3.0175,7.01407,2766,2766,1,0,177038,177038,177,38,D,14,48150
2.97367,6.95566,2767,2767,1,0,177039,177039,177,39,D,14,48151
2.93285,6.90135,2768,2768,1,0,177040,177040,177,40,D,14,48152
2.89491,6.85092,2769,2769,1,0,177041,177041,177,41,D,14,48153
2.85975,6.80428,2770,2770,1,0,177042,177042,177,42,D,14,48154
2.8272,6.76111,2771,2771,1,0,177043,177043,177,43,D,14,48155
2.79707,6.72121,2772,2772,1,0,177044,177044,177,44,D,14,48156
2.76919,6.68435,2773,2773,1,0,177045,177045,177,45,D,14,48157
2.74364,6.65061,2774,2774,1,0,177046,177046,177,46,D,14,48158
2.72015,6.61959,2775,2775,1,0,177047,177047,177,47,D,14,48159
2.69891,6.59156,2776,2776,1,0,177048,177048,177,48,D,14,48160
2.67936,6.56581,2777,2777,1,0,177049,177049,177,49,D,14,48161
2.66154,6.54237,2778,2778,1,0,177050,177050,177,50,D,14,48162
2.6461,6.52203,2779,2779,1,0,177051,177051,177,51,D,14,48163
2.63205,6.50355,2780,2780,1,0,177052,177052,177,52,D,14,48164
2.61985,6.48753,2781,2781,1,0,177053,177053,177,53,D,14,48165
2.60932,6.47369,2782,2782,1,0,177054,177054,177,54,D,14,48166
2.60054,6.46216,2783,2783,1,0,177055,177055,177,55,D,14,48167
2.59333,6.4527,2784,2784,1,0,177056,177056,177,56,D,14,48168
2.58783,6.44548,2785,2785,1,0,177057,177057,177,57,D,14,48169
2.58381,6.44021,2786,2786,1,0,177058,177058,177,58,D,14,48170
2.58152,6.4372,2787,2787,1,0,177059,177059,177,59,D,14,48171
2.58068,6.43609,2788,2788,1,0,177060,177060,177,60,D,14,48172
2.58143,6.43708,2789,2789,1,0,177061,177061,177,61,D,14,48173
2.58388,6.44029,2790,2790,1,0,177062,177062,177,62,D,14,48174
2.58775,6.44537,2791,2791,1,0,177063,177063,177,63,D,14,48175
2.59338,6.45277,2792,2792,1,0,177064,177064,177,64,D,14,48176
2.60054,6.46216,2793,2793,1,0,177065,177065,177,65,D,14,48177
2.60934,6.47372,2794,2794,1,0,177066,177066,177,66,D,14,48178
2.6198,6.48747,2795,2795,1,0,177067,177067,177,67,D,14,48179
2.6321,6.50363,2796,2796,1,0,177068,177068,177,68,D,14,48180
2.6461,6.52203,2797,2797,1,0,177069,177069,177,69,D,14,48181
2.66169,6.54257,2798,2798,1,0,177070,177070,177,70,D,14,48182
2.6792,6.56561,2799,2799,1,0,177071,177071,177,71,D,14,48183
2.69875,6.59136,2800,2800,1,0,177072,177072,177,72,D,14,48184
2.72015,6.61959,2801,2801,1,0,177073,177073,177,73,D,14,48185
2.74355,6.65049,2802,2802,1,0,177074,177074,177,74,D,14,48186
2.76919,6.68435,2803,2803,1,0,177075,177075,177,75,D,14,48187
2.79712,6.72125,2804,2804,1,0,177076,177076,177,76,D,14,48188
2.82719,6.76111,2805,2805,1,0,177077,177077,177,77,D,14,48189
2.85984,6.80434,2806,2806,1,0,177078,177078,177,78,D,14,48190
2.89497,6.851,2807,2807,1,0,177079,177079,177,79,D,14,48191
2.93285,6.90135,2808,2808,1,0,177080,177080,177,80,D,14,48192
2.97367,6.95566,2809,2809,1,0,177081,177081,177,81,D,14,48193
3.01744,7.014,2810,2810,1,0,177082,177082,177,82,D,14,48194
3.06447,7.07683,2811,2811,1,0,177083,177083,177,83,D,14,48195
3.06441,7.07675,2765,2765,1,0,178037,178037,178,37,D,5,15661
3.01744,7.014,2766,2766,1,0,178038,178038,178,38,D,5,15662
2.97367,6.95566,2767,2767,1,0,178039,178039,178,39,D,5,15663
2.93285,6.90135,2768,2768,1,0,178040,178040,178,40,D,5,15664
2.89497,6.851,2769,2769,1,0,178041,178041,178,41,D,5,15665
2.85973,6.80423,2770,2770,1,0,178042,178042,178,42,D,5,15666
2.82726,6.76119,2771,2771,1,0,178043,178043,178,43,D,5,15667
2.79713,6.72129,2772,2772,1,0,178044,178044,178,44,D,5,15668
2.76919,6.68435,2773,2773,1,0,178045,178045,178,45,D,5,15669
2.74355,6.65049,2774,2774,1,0,178046,178046,178,46,D,5,15670
2.72015,6.61959,2775,2775,1,0,178047,178047,178,47,D,5,15671
2.69882,6.59144,2776,2776,1,0,178048,178048,178,48,D,5,15672
2.6792,6.56561,2777,2777,1,0,178049,178049,178,49,D,5,15673
2.66169,6.54257,2778,2778,1,0,178050,178050,178,50,D,5,15674
2.64601,6.52191,2779,2779,1,0,178051,178051,178,51,D,5,15675
2.6322,6.50375,2780,2780,1,0,178052,178052,178,52,D,5,15676
2.61978,6.48745,2781,2781,1,0,178053,178053,178,53,D,5,15677
2.60932,6.47369,2782,2782,1,0,178054,178054,178,54,D,5,15678
2.60054,6.46216,2783,2783,1,0,178055,178055,178,55,D,5,15679
2.59336,6.45274,2784,2784,1,0,178056,178056,178,56,D,5,15680
2.58777,6.4454,2785,2785,1,0,178057,178057,178,57,D,5,15681
2.58388,6.44029,2786,2786,1,0,178058,178058,178,58,D,5,15682
2.58143,6.43708,2787,2787,1,0,178059,178059,178,59,D,5,15683
2.58068,6.43609,2788,2788,1,0,178060,178060,178,60,D,5,15684
2.58152,6.4372,2789,2789,1,0,178061,178061,178,61,D,5,15685
2.58381,6.44021,2790,2790,1,0,178062,178062,178,62,D,5,15686
2.58781,6.44545,2791,2791,1,0,178063,178063,178,63,D,5,15687
2.59329,6.45265,2792,2792,1,0,178064,178064,178,64,D,5,15688
2.60054,6.46216,2793,2793,1,0,178065,178065,178,65,D,5,15689
2.60934,6.47372,2794,2794,1,0,178066,178066,178,66,D,5,15690
2.61986,6.48755,2795,2795,1,0,178067,178067,178,67,D,5,15691
2.63195,6.50344,2796,2796,1,0,178068,178068,178,68,D,5,15692
2.6461,6.52203,2797,2797,1,0,178069,178069,178,69,D,5,15693
2.66154,6.54237,2798,2798,1,0,178070,178070,178,70,D,5,15694
2.67936,6.56581,2799,2799,1,0,178071,178071,178,71,D,5,15695
2.69877,6.5914,2800,2800,1,0,178072,178072,178,72,D,5,15696
2.72015,6.61959,2801,2801,1,0,178073,178073,178,73,D,5,15697
2.74364,6.65061,2802,2802,1,0,178074,178074,178,74,D,5,15698
2.76919,6.68435,2803,2803,1,0,178075,178075,178,75,D,5,15699
2.79714,6.72129,2804,2804,1,0,178076,178076,178,76,D,5,15700
2.82713,6.76103,2805,2805,1,0,178077,178077,178,77,D,5,15701
2.85986,6.80439,2806,2806,1,0,178078,178078,178,78,D,5,15702
2.89491,6.85092,2807,2807,1,0,178079,178079,178,79,D,5,15703
2.93285,6.90135,2808,2808,1,0,178080,178080,178,80,D,5,15704
2.97367,6.95566,2809,2809,1,0,178081,178081,178,81,D,5,15705
3.0175,7.01407,2810,2810,1,0,178082,178082,178,82,D,5,15706
3.06447,7.07683,2517,2517,1,0,179037,179037,179,37,D,12,40957
3.0175,7.01407,2518,2518,1,0,179038,179038,179,38,D,12,40958
2.97367,6.95566,2519,2519,1,0,179039,179039,179,39,D,12,40959
2.93276,6.90123,2520,2520,1,0,179040,179040,179,40,D,12,40960
2.89497,6.851,2521,2521,1,0,179041,179041,179,41,D,12,40961
2.85975,6.80428,2522,2522,1,0,179042,179042,179,42,D,12,40962
2.8272,6.76111,2523,2523,1,0,179043,179043,179,43,D,12,40963
2.79713,6.72129,2524,2524,1,0,179044,179044,179,44,D,12,40964
2.76919,6.68435,2525,2525,1,0,179045,179045,179,45,D,12,40965
2.74364,6.65061,2526,2526,1,0,179046,179046,179,46,D,12,40966
2.72015,6.61959,2527,2527,1,0,179047,179047,179,47,D,12,40967
2.69882,6.59144,2528,2528,1,0,179048,179048,179,48,D,12,40968
2.67927,6.56569,2529,2529,1,0,179049,179049,179,49,D,12,40969
2.66161,6.54245,2530,2530,1,0,179050,179050,179,50,D,12,40970
2.6461,6.52203,2531,2531,1,0,179051,179051,179,51,D,12,40971
2.6322,6.50375,2532,2532,1,0,179052,179052,179,52,D,12,40972
2.61976,6.48741,2533,2533,1,0,179053,179053,179,53,D,12,40973
2.60932,6.47369,2534,2534,1,0,179054,179054,179,54,D,12,40974
2.60062,6.46228,2535,2535,1,0,179055,179055,179,55,D,12,40975
2.59333,6.4527,2536,2536,1,0,179056,179056,179,56,D,12,40976
2.58783,6.44548,2537,2537,1,0,179057,179057,179,57,D,12,40977
2.58379,6.44017,2538,2538,1,0,179058,179058,179,58,D,12,40978
2.58143,6.43708,2539,2539,1,0,179059,179059,179,59,D,12,40979
2.58083,6.43629,2540,2540,1,0,179060,179060,179,60,D,12,40980
2.58143,6.43708,2541,2541,1,0,179061,179061,179,61,D,12,40981
2.58388,6.44029,2542,2542,1,0,179062,179062,179,62,D,12,40982
2.58781,6.44545,2543,2543,1,0,179063,179063,179,63,D,12,40983
2.59336,6.45273,2544,2544,1,0,179064,179064,179,64,D,12,40984
2.60063,6.46228,2545,2545,1,0,179065,179065,179,65,D,12,40985
2.60934,6.47372,2546,2546,1,0,179066,179066,179,66,D,12,40986
2.61977,6.48743,2547,2547,1,0,179067,179067,179,67,D,12,40987
2.6321,6.50363,2548,2548,1,0,179068,179068,179,68,D,12,40988
2.6461,6.52203,2549,2549,1,0,179069,179069,179,69,D,12,40989
2.66161,6.54245,2550,2550,1,0,179070,179070,179,70,D,12,40990
2.67927,6.56569,2551,2551,1,0,179071,179071,179,71,D,12,40991
2.69875,6.59136,2552,2552,1,0,179072,179072,179,72,D,12,40992
2.72015,6.61959,2553,2553,1,0,179073,179073,179,73,D,12,40993
2.74364,6.65061,2554,2554,1,0,179074,179074,179,74,D,12,40994
2.76919,6.68435,2555,2555,1,0,179075,179075,179,75,D,12,40995
2.7972,6.72137,2556,2556,1,0,179076,179076,179,76,D,12,40996
2.82713,6.76103,2557,2557,1,0,179077,179077,179,77,D,12,40997
2.85986,6.80439,2558,2558,1,0,179078,179078,179,78,D,12,40998
2.89497,6.851,2559,2559,1,0,179079,179079,179,79,D,12,40999
2.93285,6.90135,2560,2560,1,0,179080,179080,179,80,D,12,41000
3.0645,7.07688,2517,2517,1,0,180037,180037,180,37,D,3,8469
3.0175,7.01407,2518,2518,1,0,180038,180038,180,38,D,3,8470
2.97367,6.95566,2519,2519,1,0,180039,180039,180,39,D,3,8471
2.93285,6.90135,2520,2520,1,0,180040,180040,180,40,D,3,8472
2.895,6.85105,2521,2521,1,0,180041,180041,180,41,D,3,8473
2.85975,6.80428,2522,2522,1,0,180042,180042,180,42,D,3,8474
2.82726,6.76119,2523,2523,1,0,180043,180043,180,43,D,3,8475
2.79707,6.72121,2524,2524,1,0,180044,180044,180,44,D,3,8476
2.76919,6.68435,2525,2525,1,0,180045,180045,180,45,D,3,8477
2.7437,6.65069,2526,2526,1,0,180046,180046,180,46,D,3,8478
2.72008,6.61951,2527,2527,1,0,180047,180047,180,47,D,3,8479
2.69875,6.59136,2528,2528,1,0,180048,180048,180,48,D,3,8480
2.67936,6.56581,2529,2529,1,0,180049,180049,180,49,D,3,8481
2.66154,6.54237,2530,2530,1,0,180050,180050,180,50,D,3,8482
2.6461,6.52203,2531,2531,1,0,180051,180051,180,51,D,3,8483
2.63205,6.50355,2532,2532,1,0,180052,180052,180,52,D,3,8484
2.61985,6.48753,2533,2533,1,0,180053,180053,180,53,D,3,8485
2.60932,6.47369,2534,2534,1,0,180054,180054,180,54,D,3,8486
2.60054,6.46216,2535,2535,1,0,180055,180055,180,55,D,3,8487
2.59336,6.45274,2536,2536,1,0,180056,180056,180,56,D,3,8488
2.58777,6.4454,2537,2537,1,0,180057,180057,180,57,D,3,8489
2.58388,6.44029,2538,2538,1,0,180058,180058,180,58,D,3,8490
2.58152,6.4372,2539,2539,1,0,180059,180059,180,59,D,3,8491
2.58068,6.43609,2540,2540,1,0,180060,180060,180,60,D,3,8492
2.58137,6.437,2541,2541,1,0,180061,180061,180,61,D,3,8493
2.58388,6.44029,2542,2542,1,0,180062,180062,180,62,D,3,8494
2.58775,6.44537,2543,2543,1,0,180063,180063,180,63,D,3,8495
2.59338,6.45277,2544,2544,1,0,180064,180064,180,64,D,3,8496
2.60054,6.46216,2545,2545,1,0,180065,180065,180,65,D,3,8497
2.60934,6.47372,2546,2546,1,0,180066,180066,180,66,D,3,8498
2.6198,6.48747,2547,2547,1,0,180067,180067,180,67,D,3,8499
2.6321,6.50363,2548,2548,1,0,180068,180068,180,68,D,3,8500
2.64601,6.52191,2549,2549,1,0,180069,180069,180,69,D,3,8501
2.66169,6.54257,2550,2550,1,0,180070,180070,180,70,D,3,8502
2.6792,6.56561,2551,2551,1,0,180071,180071,180,71,D,3,8503
2.69875,6.59136,2552,2552,1,0,180072,180072,180,72,D,3,8504
2.72015,6.61959,2553,2553,1,0,180073,180073,180,73,D,3,8505
2.74355,6.65049,2554,2554,1,0,180074,180074,180,74,D,3,8506
2.76919,6.68435,2555,2555,1,0,180075,180075,180,75,D,3,8507
2.7972,6.72137,2556,2556,1,0,180076,180076,180,76,D,3,8508
2.82719,6.76111,2557,2557,1,0,180077,180077,180,77,D,3,8509
2.85992,6.80447,2558,2558,1,0,180078,180078,180,78,D,3,8510
3.06447,7.07683,2517,2517,1,0,181037,181037,181,37,D,10,33765
3.01744,7.014,2518,2518,1,0,181038,181038,181,38,D,10,33766
2.97367,6.95566,2519,2519,1,0,181039,181039,181,39,D,10,33767
2.93285,6.90135,2520,2520,1,0,181040,181040,181,40,D,10,33768
2.89497,6.851,2521,2521,1,0,181041,181041,181,41,D,10,33769
2.85966,6.80416,2522,2522,1,0,181042,181042,181,42,D,10,33770
2.8272,6.76111,2523,2523,1,0,181043,181043,181,43,D,10,33771
2.79705,6.72116,2524,2524,1,0,181044,181044,181,44,D,10,33772
2.76919,6.68435,2525,2525,1,0,181045,181045,181,45,D,10,33773
2.74355,6.65049,2526,2526,1,0,181046,181046,181,46,D,10,33774
2.72015,6.61959,2527,2527,1,0,181047,181047,181,47,D,10,33775
2.69882,6.59144,2528,2528,1,0,181048,181048,181,48,D,10,33776
2.6792,6.56561,2529,2529,1,0,181049,181049,181,49,D,10,33777
2.66169,6.54257,2530,2530,1,0,181050,181050,181,50,D,10,33778
2.6461,6.52203,2531,2531,1,0,181051,181051,181,51,D,10,33779
2.6322,6.50375,2532,2532,1,0,181052,181052,181,52,D,10,33780
2.61985,6.48753,2533,2533,1,0,181053,181053,181,53,D,10,33781
2.60932,6.47369,2534,2534,1,0,181054,181054,181,54,D,10,33782
2.60054,6.46216,2535,2535,1,0,181055,181055,181,55,D,10,33783
2.59333,6.4527,2536,2536,1,0,181056,181056,181,56,D,10,33784
2.58777,6.4454,2537,2537,1,0,181057,181057,181,57,D,10,33785
2.58388,6.44029,2538,2538,1,0,181058,181058,181,58,D,10,33786
2.58143,6.43708,2539,2539,1,0,181059,181059,181,59,D,10,33787
2.58068,6.43609,2540,2540,1,0,181060,181060,181,60,D,10,33788
2.58152,6.4372,2541,2541,1,0,181061,181061,181,61,D,10,33789
2.58381,6.44021,2542,2542,1,0,181062,181062,181,62,D,10,33790
2.58781,6.44545,2543,2543,1,0,181063,181063,181,63,D,10,33791
2.59336,6.45273,2544,2544,1,0,181064,181064,181,64,D,10,33792
2.60054,6.46216,2545,2545,1,0,181065,181065,181,65,D,10,33793
2.60934,6.47372,2546,2546,1,0,181066,181066,181,66,D,10,33794
2.61986,6.48755,2547,2547,1,0,181067,181067,181,67,D,10,33795
2.63195,6.50344,2548,2548,1,0,181068,181068,181,68,D,10,33796
2.6461,6.52203,2549,2549,1,0,181069,181069,181,69,D,10,33797
2.66154,6.54237,2550,2550,1,0,181070,181070,181,70,D,10,33798
2.67936,6.56581,2551,2551,1,0,181071,181071,181,71,D,10,33799
2.69884,6.59148,2552,2552,1,0,181072,181072,181,72,D,10,33800
2.72015,6.61959,2553,2553,1,0,181073,181073,181,73,D,10,33801
2.74364,6.65061,2554,2554,1,0,181074,181074,181,74,D,10,33802
2.76919,6.68435,2555,2555,1,0,181075,181075,181,75,D,10,33803
2.7972,6.72137,2556,2556,1,0,181076,181076,181,76,D,10,33804
3.06447,7.07683,2517,2517,1,0,182037,182037,182,37,D,1,1277
3.0175,7.01407,2518,2518,1,0,182038,182038,182,38,D,1,1278
2.97367,6.95566,2519,2519,1,0,182039,182039,182,39,D,1,1279
2.93276,6.90123,2520,2520,1,0,182040,182040,182,40,D,1,1280
2.89497,6.851,2521,2521,1,0,182041,182041,182,41,D,1,1281
2.85975,6.80428,2522,2522,1,0,182042,182042,182,42,D,1,1282
2.8272,6.76111,2523,2523,1,0,182043,182043,182,43,D,1,1283
2.79713,6.72129,2524,2524,1,0,182044,182044,182,44,D,1,1284
2.76919,6.68435,2525,2525,1,0,182045,182045,182,45,D,1,1285
2.74364,6.65061,2526,2526,1,0,182046,182046,182,46,D,1,1286
2.72015,6.61959,2527,2527,1,0,182047,182047,182,47,D,1,1287
2.69891,6.59156,2528,2528,1,0,182048,182048,182,48,D,1,1288
2.67927,6.56569,2529,2529,1,0,182049,182049,182,49,D,1,1289
2.66154,6.54237,2530,2530,1,0,182050,182050,182,50,D,1,1290
2.6461,6.52203,2531,2531,1,0,182051,182051,182,51,D,1,1291
2.63214,6.50367,2532,2532,1,0,182052,182052,182,52,D,1,1292
2.61985,6.48753,2533,2533,1,0,182053,182053,182,53,D,1,1293
2.60932,6.47369,2534,2534,1,0,182054,182054,182,54,D,1,1294
2.60054,6.46216,2535,2535,1,0,182055,182055,182,55,D,1,1295
2.59333,6.4527,2536,2536,1,0,182056,182056,182,56,D,1,1296
2.58783,6.44548,2537,2537,1,0,182057,182057,182,57,D,1,1297
2.58388,6.44029,2538,2538,1,0,182058,182058,182,58,D,1,1298
2.58152,6.4372,2539,2539,1,0,182059,182059,182,59,D,1,1299
2.58068,6.43609,2540,2540,1,0,182060,182060,182,60,D,1,1300
2.58143,6.43708,2541,2541,1,0,182061,182061,182,61,D,1,1301
2.58388,6.44029,2542,2542,1,0,182062,182062,182,62,D,1,1302
2.58781,6.44545,2543,2543,1,0,182063,182063,182,63,D,1,1303
2.59336,6.45273,2544,2544,1,0,182064,182064,182,64,D,1,1304
2.60063,6.46228,2545,2545,1,0,182065,182065,182,65,D,1,1305
2.60934,6.47372,2546,2546,1,0,182066,182066,182,66,D,1,1306
2.61986,6.48755,2547,2547,1,0,182067,182067,182,67,D,1,1307
2.6321,6.50363,2548,2548,1,0,182068,182068,182,68,D,1,1308
2.6461,6.52203,2549,2549,1,0,182069,182069,182,69,D,1,1309
2.66169,6.54257,2550,2550,1,0,182070,182070,182,70,D,1,1310
2.6792,6.56561,2551,2551,1,0,182071,182071,182,71,D,1,1311
2.69875,6.59136,2552,2552,1,0,182072,182072,182,72,D,1,1312
2.72015,6.61959,2553,2553,1,0,182073,182073,182,73,D,1,1313
2.74364,6.65061,2554,2554,1,0,182074,182074,182,74,D,1,1314
2.76919,6.68436,2555,2555,1,0,182075,182075,182,75,D,1,1315
3.0645,7.07688,2517,2517,1,0,183037,183037,183,37,D,8,26573
3.0175,7.01407,2518,2518,1,0,183038,183038,183,38,D,8,26574
2.97367,6.95566,2519,2519,1,0,183039,183039,183,39,D,8,26575
2.93285,6.90135,2520,2520,1,0,183040,183040,183,40,D,8,26576
2.89506,6.85112,2521,2521,1,0,183041,183041,183,41,D,8,26577
2.85981,6.80436,2522,2522,1,0,183042,183042,183,42,D,8,26578
2.82726,6.76119,2523,2523,1,0,183043,183043,183,43,D,8,26579
2.79707,6.72121,2524,2524,1,0,183044,183044,183,44,D,8,26580
2.76927,6.68447,2525,2525,1,0,183045,183045,183,45,D,8,26581
2.74362,6.65057,2526,2526,1,0,183046,183046,183,46,D,8,26582
2.72008,6.61951,2527,2527,1,0,183047,183047,183,47,D,8,26583
2.69875,6.59136,2528,2528,1,0,183048,183048,183,48,D,8,26584
2.67936,6.56581,2529,2529,1,0,183049,183049,183,49,D,8,26585
2.66154,6.54237,2530,2530,1,0,183050,183050,183,50,D,8,26586
2.6461,6.52203,2531,2531,1,0,183051,183051,183,51,D,8,26587
2.63205,6.50355,2532,2532,1,0,183052,183052,183,52,D,8,26588
2.61985,6.48753,2533,2533,1,0,183053,183053,183,53,D,8,26589
2.60932,6.47369,2534,2534,1,0,183054,183054,183,54,D,8,26590
2.60054,6.46216,2535,2535,1,0,183055,183055,183,55,D,8,26591
2.59336,6.45274,2536,2536,1,0,183056,183056,183,56,D,8,26592
2.58777,6.4454,2537,2537,1,0,183057,183057,183,57,D,8,26593
2.58388,6.44029,2538,2538,1,0,183058,183058,183,58,D,8,26594
2.58152,6.4372,2539,2539,1,0,183059,183059,183,59,D,8,26595
2.58068,6.43609,2540,2540,1,0,183060,183060,183,60,D,8,26596
2.58137,6.437,2541,2541,1,0,183061,183061,183,61,D,8,26597
2.58388,6.44029,2542,2542,1,0,183062,183062,183,62,D,8,26598
2.58775,6.44537,2543,2543,1,0,183063,183063,183,63,D,8,26599
2.59338,6.45277,2544,2544,1,0,183064,183064,183,64,D,8,26600
2.60054,6.46216,2545,2545,1,0,183065,183065,183,65,D,8,26601
2.60943,6.47384,2546,2546,1,0,183066,183066,183,66,D,8,26602
2.6198,6.48747,2547,2547,1,0,183067,183067,183,67,D,8,26603
2.6321,6.50363,2548,2548,1,0,183068,183068,183,68,D,8,26604
2.64601,6.52191,2549,2549,1,0,183069,183069,183,69,D,8,26605
2.66169,6.54257,2550,2550,1,0,183070,183070,183,70,D,8,26606
2.6792,6.56561,2551,2551,1,0,183071,183071,183,71,D,8,26607
2.69873,6.59134,2552,2552,1,0,183072,183072,183,72,D,8,26608
2.72019,6.61964,2553,2553,1,0,183073,183073,183,73,D,8,26609
3.06447,7.07683,2517,2517,1,0,184037,184037,184,37,D,15,51869
3.01744,7.014,2518,2518,1,0,184038,184038,184,38,D,15,51870
2.97367,6.95566,2519,2519,1,0,184039,184039,184,39,D,15,51871
2.93285,6.90135,2520,2520,1,0,184040,184040,184,40,D,15,51872
2.89497,6.851,2521,2521,1,0,184041,184041,184,41,D,15,51873
2.85966,6.80416,2522,2522,1,0,184042,184042,184,42,D,15,51874
2.8272,6.76111,2523,2523,1,0,184043,184043,184,43,D,15,51875
2.79713,6.72129,2524,2524,1,0,184044,184044,184,44,D,15,51876
2.76919,6.68435,2525,2525,1,0,184045,184045,184,45,D,15,51877
2.74364,6.65061,2526,2526,1,0,184046,184046,184,46,D,15,51878
2.72015,6.61959,2527,2527,1,0,184047,184047,184,47,D,15,51879
2.69882,6.59144,2528,2528,1,0,184048,184048,184,48,D,15,51880
2.6792,6.56561,2529,2529,1,0,184049,184049,184,49,D,15,51881
2.66169,6.54257,2530,2530,1,0,184050,184050,184,50,D,15,51882
2.6461,6.52203,2531,2531,1,0,184051,184051,184,51,D,15,51883
2.6322,6.50375,2532,2532,1,0,184052,184052,184,52,D,15,51884
2.61985,6.48753,2533,2533,1,0,184053,184053,184,53,D,15,51885
2.60932,6.47369,2534,2534,1,0,184054,184054,184,54,D,15,51886
2.60062,6.46228,2535,2535,1,0,184055,184055,184,55,D,15,51887
2.59333,6.4527,2536,2536,1,0,184056,184056,184,56,D,15,51888
2.58783,6.44548,2537,2537,1,0,184057,184057,184,57,D,15,51889
2.58388,6.44029,2538,2538,1,0,184058,184058,184,58,D,15,51890
2.58143,6.43708,2539,2539,1,0,184059,184059,184,59,D,15,51891
2.58068,6.43609,2540,2540,1,0,184060,184060,184,60,D,15,51892
2.58152,6.4372,2541,2541,1,0,184061,184061,184,61,D,15,51893
2.58388,6.44029,2542,2542,1,0,184062,184062,184,62,D,15,51894
2.58781,6.44545,2543,2543,1,0,184063,184063,184,63,D,15,51895
2.59336,6.45273,2544,2544,1,0,184064,184064,184,64,D,15,51896
2.60054,6.46216,2545,2545,1,0,184065,184065,184,65,D,15,51897
2.60935,6.47373,2546,2546,1,0,184066,184066,184,66,D,15,51898
2.63204,6.50356,2548,2548,1,0,184068,184068,184,68,D,15,51900
2.64608,6.522,2549,2549,1,0,184069,184069,184,69,D,15,51901
2.66156,6.5424,2550,2550,1,0,184070,184070,184,70,D,15,51902
2.67926,6.56569,2551,2551,1,0,184071,184071,184,71,D,15,51903
3.0645,7.07688,2517,2517,1,0,185037,185037,185,37,D,6,19381
3.0175,7.01407,2518,2518,1,0,185038,185038,185,38,D,6,19382
2.97367,6.95566,2519,2519,1,0,185039,185039,185,39,D,6,19383
2.93285,6.90135,2520,2520,1,0,185040,185040,185,40,D,6,19384
2.89491,6.85092,2521,2521,1,0,185041,185041,185,41,D,6,19385
2.85975,6.80428,2522,2522,1,0,185042,185042,185,42,D,6,19386
2.8272,6.76111,2523,2523,1,0,185043,185043,185,43,D,6,19387
2.79713,6.72129,2524,2524,1,0,185044,185044,185,44,D,6,19388
2.76919,6.68435,2525,2525,1,0,185045,185045,185,45,D,6,19389
